datetime,load_MW,wind_MW,solar_MW,deficit_MW
2050-01-01 00:00:00,4647.19,11672.05,0.0,-7024.86
2050-01-01 01:00:00,4467.23,13341.17,0.0,-8873.94
2050-01-01 02:00:00,4205.97,15068.91,0.0,-10862.94
2050-01-01 03:00:00,4050.15,15152.82,0.0,-11102.67
2050-01-01 04:00:00,3952.35,15145.6,0.0,-11193.25
2050-01-01 05:00:00,3940.85,15037.79,0.0,-11096.95
2050-01-01 06:00:00,4065.79,14955.68,0.0,-10889.89
2050-01-01 07:00:00,4143.42,15225.0,34.78,-11116.36
2050-01-01 08:00:00,4139.3,14180.23,382.53,-10423.46
2050-01-01 09:00:00,4135.11,13725.5,532.96,-10123.35
2050-01-01 10:00:00,3980.78,13554.98,489.05,-10063.26
2050-01-01 11:00:00,3825.2,12718.63,770.24,-9663.67
2050-01-01 12:00:00,3706.98,13224.77,3500.92,-13018.71
2050-01-01 13:00:00,3562.88,11877.75,3880.28,-12195.15
2050-01-01 14:00:00,3465.82,10069.71,2814.88,-9418.78
2050-01-01 15:00:00,3452.45,10216.31,610.79,-7374.65
2050-01-01 16:00:00,3697.18,10964.02,34.78,-7301.62
2050-01-01 17:00:00,4184.06,10063.83,0.0,-5879.78
2050-01-01 18:00:00,4718.73,8445.25,0.0,-3726.51
2050-01-01 19:00:00,5058.85,10855.53,0.0,-5796.68
2050-01-01 20:00:00,5204.16,10101.95,0.0,-4897.79
2050-01-01 21:00:00,5191.16,10459.68,0.0,-5268.53
2050-01-01 22:00:00,5026.35,11852.5,0.0,-6826.15
2050-01-01 23:00:00,4808.0,12552.62,0.0,-7744.62
2050-01-02 00:00:00,4550.01,13090.35,0.0,-8540.34
2050-01-02 01:00:00,4489.38,10884.85,0.0,-6395.47
2050-01-02 02:00:00,4351.96,7489.34,0.0,-3137.38
2050-01-02 03:00:00,4323.66,8260.52,0.0,-3936.86
2050-01-02 04:00:00,4339.87,8374.88,0.0,-4035.01
2050-01-02 05:00:00,4410.44,7677.01,0.0,-3266.57
2050-01-02 06:00:00,4607.13,7304.62,0.0,-2697.49
2050-01-02 07:00:00,4750.43,7072.97,52.14,-2374.69
2050-01-02 08:00:00,4812.67,6882.37,674.21,-2743.92
2050-01-02 09:00:00,4913.06,8559.6,1281.04,-4927.58
2050-01-02 10:00:00,4845.88,9125.53,2568.58,-6848.24
2050-01-02 11:00:00,4806.91,7803.1,3596.77,-6592.97
2050-01-02 12:00:00,4800.52,9304.39,3912.01,-8415.88
2050-01-02 13:00:00,4805.34,9019.96,2275.84,-6490.46
2050-01-02 14:00:00,4843.08,8937.87,826.41,-4921.2
2050-01-02 15:00:00,4914.59,9116.73,382.86,-4585.0
2050-01-02 16:00:00,5187.91,8492.17,34.78,-3339.04
2050-01-02 17:00:00,5614.86,9234.02,0.0,-3619.17
2050-01-02 18:00:00,6089.69,9099.13,0.0,-3009.44
2050-01-02 19:00:00,6334.95,11726.19,0.0,-5391.24
2050-01-02 20:00:00,6401.52,12105.11,0.0,-5703.59
2050-01-02 21:00:00,6318.08,11122.36,0.0,-4804.29
2050-01-02 22:00:00,6111.7,9008.24,0.0,-2896.54
2050-01-02 23:00:00,5858.09,6322.32,0.0,-464.23
2050-01-03 00:00:00,5568.96,5695.05,0.0,-126.09
2050-01-03 01:00:00,5475.64,5868.74,0.0,-393.1
2050-01-03 02:00:00,5293.3,7152.14,0.0,-1858.84
2050-01-03 03:00:00,5207.4,7764.98,0.0,-2557.58
2050-01-03 04:00:00,5162.5,8225.34,0.0,-3062.84
2050-01-03 05:00:00,5185.61,8128.57,0.0,-2942.96
2050-01-03 06:00:00,5328.21,9251.61,0.0,-3923.4
2050-01-03 07:00:00,5425.15,9348.38,34.78,-3958.01
2050-01-03 08:00:00,5447.19,10157.66,404.92,-5115.39
2050-01-03 09:00:00,5515.96,10248.57,658.66,-5391.27
2050-01-03 10:00:00,5491.57,10225.11,806.99,-5540.53
2050-01-03 11:00:00,5429.94,11078.38,1178.67,-6827.11
2050-01-03 12:00:00,5330.58,13036.21,3753.43,-11459.06
2050-01-03 13:00:00,5246.99,13360.1,3951.49,-12064.6
2050-01-03 14:00:00,5211.3,13403.42,3158.88,-11350.99
2050-01-03 15:00:00,5238.2,13682.21,1806.73,-10250.73
2050-01-03 16:00:00,5448.81,10905.38,119.67,-5576.23
2050-01-03 17:00:00,5843.55,12119.56,0.0,-6276.01
2050-01-03 18:00:00,6263.32,11462.51,0.0,-5199.18
2050-01-03 19:00:00,6494.66,12642.84,0.0,-6148.18
2050-01-03 20:00:00,6543.0,12613.97,0.0,-6070.97
2050-01-03 21:00:00,6424.53,9832.2,0.0,-3407.67
2050-01-03 22:00:00,6165.93,9720.77,0.0,-3554.84
2050-01-03 23:00:00,5848.43,10817.42,0.0,-4968.99
2050-01-04 00:00:00,5508.74,9160.72,0.0,-3651.97
2050-01-04 01:00:00,5347.4,10752.92,0.0,-5405.52
2050-01-04 02:00:00,5123.39,10022.78,0.0,-4899.39
2050-01-04 03:00:00,4997.89,10559.39,0.0,-5561.5
2050-01-04 04:00:00,4925.95,12783.58,0.0,-7857.63
2050-01-04 05:00:00,4912.79,13844.59,0.0,-8931.81
2050-01-04 06:00:00,5017.13,12873.8,0.0,-7856.67
2050-01-04 07:00:00,5085.39,11646.79,52.14,-6613.54
2050-01-04 08:00:00,5065.87,11747.84,790.44,-7472.41
2050-01-04 09:00:00,4968.18,11480.11,1830.79,-8342.72
2050-01-04 10:00:00,4779.4,11971.58,2548.21,-9740.4
2050-01-04 11:00:00,4602.28,13262.66,2421.42,-11081.81
2050-01-04 12:00:00,4477.15,14104.44,2118.58,-11745.87
2050-01-04 13:00:00,4313.85,10453.82,1420.03,-7560.0
2050-01-04 14:00:00,4177.1,12621.19,561.41,-9005.49
2050-01-04 15:00:00,4133.46,14958.4,275.17,-11100.11
