hour,baseline_MW,ev_MW,hvac_MW,total_MW
2050-01-01 00:00:00,2028.918,1203.554,1414.72,4647.192
2050-01-01 01:00:00,1927.625,1133.15,1406.45,4467.225
2050-01-01 02:00:00,1868.784,956.427,1380.76,4205.97
2050-01-01 03:00:00,1843.281,851.09,1355.78,4050.151
2050-01-01 04:00:00,1865.26,747.299,1339.79,3952.349
2050-01-01 05:00:00,1949.351,650.747,1340.75,3940.848
2050-01-01 06:00:00,2118.144,590.499,1357.15,4065.793
2050-01-01 07:00:00,2197.683,612.992,1332.75,4143.425
2050-01-01 08:00:00,2241.921,696.827,1200.55,4139.298
2050-01-01 09:00:00,2287.547,842.616,1004.95,4135.113
2050-01-01 10:00:00,2300.817,881.98,797.98,3980.777
2050-01-01 11:00:00,2301.654,918.686,604.86,3825.2
2050-01-01 12:00:00,2305.033,953.295,448.65,3706.978
2050-01-01 13:00:00,2305.305,966.718,290.86,3562.884
2050-01-01 14:00:00,2333.61,963.886,168.32,3465.815
2050-01-01 15:00:00,2380.749,971.301,100.4,3452.45
2050-01-01 16:00:00,2529.397,1039.327,128.46,3697.184
2050-01-01 17:00:00,2738.337,1141.428,304.29,4184.056
2050-01-01 18:00:00,2821.872,1359.189,537.67,4718.732
2050-01-01 19:00:00,2871.278,1433.371,754.2,5058.85
2050-01-01 20:00:00,2829.567,1474.587,900.01,5204.163
2050-01-01 21:00:00,2625.419,1540.717,1025.02,5191.156
2050-01-01 22:00:00,2430.564,1467.435,1128.35,5026.348
2050-01-01 23:00:00,2213.944,1366.336,1227.72,4808.0
2050-01-02 00:00:00,2028.918,1203.554,1317.54,4550.012
2050-01-02 01:00:00,1927.625,1133.15,1428.61,4489.385
2050-01-02 02:00:00,1868.784,956.427,1526.75,4351.96
2050-01-02 03:00:00,1843.281,851.09,1629.29,4323.661
2050-01-02 04:00:00,1865.26,747.299,1727.31,4339.869
2050-01-02 05:00:00,1949.351,650.747,1810.34,4410.438
2050-01-02 06:00:00,2118.144,590.499,1898.49,4607.133
2050-01-02 07:00:00,2197.743,612.992,1939.69,4750.426
2050-01-02 08:00:00,2241.921,696.827,1873.92,4812.668
2050-01-02 09:00:00,2287.547,842.616,1782.9,4913.063
2050-01-02 10:00:00,2300.817,881.98,1663.08,4845.877
2050-01-02 11:00:00,2301.654,918.686,1586.57,4806.91
2050-01-02 12:00:00,2305.033,953.295,1542.19,4800.518
2050-01-02 13:00:00,2305.305,966.718,1533.32,4805.344
2050-01-02 14:00:00,2333.61,963.886,1545.58,4843.075
2050-01-02 15:00:00,2380.749,971.301,1562.54,4914.59
2050-01-02 16:00:00,2527.737,1039.327,1620.85,5187.914
2050-01-02 17:00:00,2738.337,1141.428,1735.09,5614.856
2050-01-02 18:00:00,2821.872,1359.189,1908.63,6089.692
2050-01-02 19:00:00,2871.278,1433.371,2030.3,6334.95
2050-01-02 20:00:00,2829.567,1474.587,2097.37,6401.523
2050-01-02 21:00:00,2625.419,1540.717,2151.94,6318.076
2050-01-02 22:00:00,2430.564,1467.435,2213.7,6111.698
2050-01-02 23:00:00,2213.944,1366.336,2277.81,5858.09
2050-01-03 00:00:00,2028.918,1203.554,2336.49,5568.962
2050-01-03 01:00:00,1927.625,1133.15,2414.86,5475.635
2050-01-03 02:00:00,1868.784,956.427,2468.09,5293.3
2050-01-03 03:00:00,1843.281,851.09,2513.03,5207.401
2050-01-03 04:00:00,1865.26,747.299,2549.94,5162.499
2050-01-03 05:00:00,1949.351,650.747,2585.51,5185.608
2050-01-03 06:00:00,2118.144,590.499,2619.57,5328.213
2050-01-03 07:00:00,2197.777,612.992,2614.38,5425.149
2050-01-03 08:00:00,2241.921,696.827,2508.44,5447.188
2050-01-03 09:00:00,2287.547,842.616,2385.8,5515.963
2050-01-03 10:00:00,2300.817,881.98,2308.77,5491.567
2050-01-03 11:00:00,2301.654,918.686,2209.6,5429.94
2050-01-03 12:00:00,2305.033,953.295,2072.25,5330.578
2050-01-03 13:00:00,2305.305,966.718,1974.97,5246.994
2050-01-03 14:00:00,2333.61,963.886,1913.81,5211.305
2050-01-03 15:00:00,2380.749,971.301,1886.15,5238.2
2050-01-03 16:00:00,2525.666,1039.327,1883.82,5448.813
2050-01-03 17:00:00,2738.337,1141.428,1963.78,5843.546
2050-01-03 18:00:00,2821.872,1359.189,2082.26,6263.322
2050-01-03 19:00:00,2871.278,1433.371,2190.01,6494.66
2050-01-03 20:00:00,2829.567,1474.587,2238.85,6543.003
2050-01-03 21:00:00,2625.419,1540.717,2258.39,6424.526
2050-01-03 22:00:00,2430.564,1467.435,2267.93,6165.928
2050-01-03 23:00:00,2213.944,1366.336,2268.15,5848.43
2050-01-04 00:00:00,2028.918,1203.554,2276.27,5508.742
2050-01-04 01:00:00,1927.625,1133.15,2286.62,5347.395
2050-01-04 02:00:00,1868.784,956.427,2298.18,5123.39
2050-01-04 03:00:00,1843.281,851.09,2303.52,4997.891
2050-01-04 04:00:00,1865.26,747.299,2313.39,4925.949
2050-01-04 05:00:00,1949.351,650.747,2312.69,4912.788
2050-01-04 06:00:00,2118.144,590.499,2308.49,5017.133
2050-01-04 07:00:00,2197.777,612.992,2274.62,5085.389
2050-01-04 08:00:00,2241.921,696.827,2127.12,5065.868
2050-01-04 09:00:00,2287.547,842.616,1838.02,4968.183
2050-01-04 10:00:00,2300.817,881.98,1596.6,4779.397
2050-01-04 11:00:00,2301.654,918.686,1381.94,4602.28
2050-01-04 12:00:00,2305.033,953.295,1218.82,4477.148
2050-01-04 13:00:00,2305.305,966.718,1041.83,4313.854
2050-01-04 14:00:00,2333.61,963.886,879.61,4177.105
2050-01-04 15:00:00,2380.749,971.301,781.41,4133.46
2050-01-04 16:00:00,2523.823,1039.327,830.89,4394.04
2050-01-04 17:00:00,2738.337,1141.428,1001.46,4881.226
2050-01-04 18:00:00,2821.872,1359.189,1196.75,5377.812
2050-01-04 19:00:00,2871.278,1433.371,1425.25,5729.9
2050-01-04 20:00:00,2829.567,1474.587,1578.96,5883.113
2050-01-04 21:00:00,2625.419,1540.717,1686.6,5852.736
2050-01-04 22:00:00,2430.564,1467.435,1772.28,5670.278
2050-01-04 23:00:00,2213.944,1366.336,1838.3,5418.58
2050-01-05 00:00:00,2028.918,1203.554,1892.58,5125.052
2050-01-05 01:00:00,1927.625,1133.15,1941.35,5002.125
2050-01-05 02:00:00,1868.784,956.427,1986.52,4811.73
2050-01-05 03:00:00,1843.281,851.09,2026.35,4720.721
2050-01-05 04:00:00,1865.26,747.299,2059.28,4671.839
2050-01-05 05:00:00,1949.351,650.747,2092.6,4692.698
2050-01-05 06:00:00,2118.144,590.499,2116.46,4825.103
2050-01-05 07:00:00,2197.743,612.992,2123.78,4934.516
2050-01-05 08:00:00,2241.921,696.827,2017.76,4956.508
2050-01-05 09:00:00,2287.547,842.616,1758.61,4888.773
2050-01-05 10:00:00,2300.817,881.98,1554.08,4736.877
2050-01-05 11:00:00,2301.654,918.686,1386.87,4607.21
2050-01-05 12:00:00,2305.033,953.295,1309.24,4567.568
2050-01-05 13:00:00,2305.305,966.718,1253.43,4525.454
2050-01-05 14:00:00,2333.61,963.886,1205.22,4502.715
2050-01-05 15:00:00,2380.749,971.301,1177.05,4529.1
2050-01-05 16:00:00,2522.023,1039.327,1238.07,4799.42
2050-01-05 17:00:00,2738.337,1141.428,1348.41,5228.176
2050-01-05 18:00:00,2821.872,1359.189,1455.34,5636.402
2050-01-05 19:00:00,2871.278,1433.371,1606.33,5910.98
2050-01-05 20:00:00,2829.567,1474.587,1689.46,5993.613
2050-01-05 21:00:00,2625.419,1540.717,1730.16,5896.296
2050-01-05 22:00:00,2430.564,1467.435,1770.69,5668.688
2050-01-05 23:00:00,2213.944,1366.336,1814.08,5394.36
2050-01-06 00:00:00,2028.918,1203.554,1851.63,5084.102
2050-01-06 01:00:00,1927.625,1133.15,1880.19,4940.965
2050-01-06 02:00:00,1868.784,956.427,1895.83,4721.04
2050-01-06 03:00:00,1843.281,851.09,1910.14,4604.511
2050-01-06 04:00:00,1865.26,747.299,1931.46,4544.019
2050-01-06 05:00:00,1949.351,650.747,1960.62,4560.718
2050-01-06 06:00:00,2118.144,590.499,2006.36,4715.003
2050-01-06 07:00:00,2197.743,612.992,2040.9,4851.636
2050-01-06 08:00:00,2241.921,696.827,1966.33,4905.078
2050-01-06 09:00:00,2287.547,842.616,1720.25,4850.413
2050-01-06 10:00:00,2300.817,881.98,1542.75,4725.547
2050-01-06 11:00:00,2301.654,918.686,1406.64,4626.98
2050-01-06 12:00:00,2305.033,953.295,1289.52,4547.848
2050-01-06 13:00:00,2305.305,966.718,1163.11,4435.134
2050-01-06 14:00:00,2333.61,963.886,1047.08,4344.575
2050-01-06 15:00:00,2380.749,971.301,970.42,4322.47
2050-01-06 16:00:00,2520.116,1039.327,1018.53,4577.972
2050-01-06 17:00:00,2738.337,1141.428,1179.43,5059.196
2050-01-06 18:00:00,2821.872,1359.189,1325.42,5506.482
2050-01-06 19:00:00,2871.278,1433.371,1518.02,5822.67
2050-01-06 20:00:00,2829.567,1474.587,1640.36,5944.513
2050-01-06 21:00:00,2625.419,1540.717,1701.45,5867.586
2050-01-06 22:00:00,2430.564,1467.435,1749.54,5647.538
2050-01-06 23:00:00,2213.944,1366.336,1767.7,5347.98
2050-01-07 00:00:00,2028.918,1203.554,1797.84,5030.312
2050-01-07 01:00:00,1927.625,1133.15,1843.7,4904.475
2050-01-07 02:00:00,1868.784,956.427,1880.87,4706.08
2050-01-07 03:00:00,1843.281,851.09,1910.31,4604.681
2050-01-07 04:00:00,1865.26,747.299,1932.97,4545.529
2050-01-07 05:00:00,1949.351,650.747,1949.81,4549.908
2050-01-07 06:00:00,2118.144,590.499,1955.78,4664.423
2050-01-07 07:00:00,2197.682,612.992,1945.65,4756.324
2050-01-07 08:00:00,2241.921,696.827,1843.87,4782.618
2050-01-07 09:00:00,2287.547,842.616,1596.48,4726.643
2050-01-07 10:00:00,2300.817,881.98,1401.72,4584.517
2050-01-07 11:00:00,2301.654,918.686,1198.06,4418.4
2050-01-07 12:00:00,2305.033,953.295,1026.76,4285.088
2050-01-07 13:00:00,2305.305,966.718,842.47,4114.494
2050-01-07 14:00:00,2333.61,963.886,683.58,3981.075
2050-01-07 15:00:00,2380.749,971.301,592.77,3944.82
2050-01-07 16:00:00,2518.044,1039.327,637.08,4194.451
2050-01-07 17:00:00,2738.337,1141.428,831.92,4711.686
2050-01-07 18:00:00,2821.872,1359.189,1017.83,5198.892
2050-01-07 19:00:00,2871.278,1433.371,1251.24,5555.89
2050-01-07 20:00:00,2829.567,1474.587,1406.6,5710.753
2050-01-07 21:00:00,2625.419,1540.717,1502.19,5668.326
2050-01-07 22:00:00,2430.564,1467.435,1579.47,5477.468
2050-01-07 23:00:00,2213.944,1366.336,1618.47,5198.75
2050-01-08 00:00:00,2028.918,1203.554,1648.2,4880.672
2050-01-08 01:00:00,1927.625,1133.15,1664.12,4724.895
2050-01-08 02:00:00,1868.784,956.427,1674.57,4499.78
2050-01-08 03:00:00,1843.281,851.09,1695.61,4389.981
2050-01-08 04:00:00,1865.26,747.299,1706.77,4319.329
2050-01-08 05:00:00,1949.351,650.747,1700.66,4300.758
2050-01-08 06:00:00,2118.144,590.499,1708.58,4417.223
2050-01-08 07:00:00,2197.468,612.992,1715.34,4525.8
2050-01-08 08:00:00,2241.921,696.827,1658.43,4597.178
2050-01-08 09:00:00,2287.547,842.616,1499.74,4629.903
2050-01-08 10:00:00,2300.817,881.98,1373.92,4556.717
2050-01-08 11:00:00,2301.654,918.686,1251.11,4471.45
2050-01-08 12:00:00,2305.033,953.295,1140.99,4399.318
2050-01-08 13:00:00,2305.305,966.718,1012.36,4284.384
2050-01-08 14:00:00,2333.61,963.886,973.99,4271.485
2050-01-08 15:00:00,2380.749,971.301,1000.56,4352.61
2050-01-08 16:00:00,2515.973,1039.327,1062.32,4617.62
2050-01-08 17:00:00,2738.337,1141.428,1209.23,5088.996
2050-01-08 18:00:00,2821.872,1359.189,1378.66,5559.722
2050-01-08 19:00:00,2871.278,1433.371,1639.47,5944.12
2050-01-08 20:00:00,2829.567,1474.587,1833.89,6138.043
2050-01-08 21:00:00,2625.419,1540.717,1957.14,6123.276
2050-01-08 22:00:00,2430.564,1467.435,2072.43,5970.428
2050-01-08 23:00:00,2213.944,1366.336,2169.73,5750.01
2050-01-09 00:00:00,2028.918,1203.554,2251.93,5484.402
2050-01-09 01:00:00,1927.625,1133.15,2320.96,5381.735
2050-01-09 02:00:00,1868.784,956.427,2375.4,5200.61
2050-01-09 03:00:00,1843.281,851.09,2426.69,5121.061
2050-01-09 04:00:00,1865.26,747.299,2472.43,5084.989
2050-01-09 05:00:00,1949.351,650.747,2512.12,5112.218
2050-01-09 06:00:00,2118.144,590.499,2550.26,5258.903
2050-01-09 07:00:00,2197.351,612.992,2581.89,5392.234
2050-01-09 08:00:00,2241.921,696.827,2506.72,5445.468
2050-01-09 09:00:00,2287.547,842.616,2273.28,5403.443
2050-01-09 10:00:00,2300.817,881.98,2118.23,5301.027
2050-01-09 11:00:00,2301.654,918.686,1965.59,5185.93
2050-01-09 12:00:00,2305.033,953.295,1845.58,5103.908
2050-01-09 13:00:00,2305.305,966.718,1699.42,4971.444
2050-01-09 14:00:00,2333.61,963.886,1556.82,4854.315
2050-01-09 15:00:00,2380.749,971.301,1472.17,4824.22
2050-01-09 16:00:00,2513.746,1039.327,1538.16,5091.233
2050-01-09 17:00:00,2738.337,1141.428,1784.1,5663.866
2050-01-09 18:00:00,2821.872,1359.189,1980.45,6161.512
2050-01-09 19:00:00,2871.278,1433.371,2244.87,6549.52
2050-01-09 20:00:00,2829.567,1474.587,2435.36,6739.513
2050-01-09 21:00:00,2625.419,1540.717,2563.02,6729.156
2050-01-09 22:00:00,2430.564,1467.435,2674.2,6572.198
2050-01-09 23:00:00,2213.944,1366.336,2768.22,6348.5
2050-01-10 00:00:00,2028.918,1203.554,2847.26,6079.732
2050-01-10 01:00:00,1927.625,1133.15,2908.02,5968.795
2050-01-10 02:00:00,1868.784,956.427,2953.01,5778.22
2050-01-10 03:00:00,1843.281,851.09,2983.22,5677.591
2050-01-10 04:00:00,1865.26,747.299,3005.0,5617.559
2050-01-10 05:00:00,1949.351,650.747,3019.31,5619.408
2050-01-10 06:00:00,2118.144,590.499,3029.41,5738.053
2050-01-10 07:00:00,2197.296,612.992,3034.18,5844.469
2050-01-10 08:00:00,2241.921,696.827,2934.39,5873.138
2050-01-10 09:00:00,2287.547,842.616,2638.63,5768.793
2050-01-10 10:00:00,2300.817,881.98,2391.93,5574.727
2050-01-10 11:00:00,2301.654,918.686,2161.58,5381.92
2050-01-10 12:00:00,2305.033,953.295,1979.51,5237.838
2050-01-10 13:00:00,2305.305,966.718,1778.77,5050.794
2050-01-10 14:00:00,2333.61,963.886,1584.29,4881.785
2050-01-10 15:00:00,2380.749,971.301,1440.81,4792.86
2050-01-10 16:00:00,2511.499,1039.327,1428.61,4979.435
2050-01-10 17:00:00,2738.337,1141.428,1598.57,5478.336
2050-01-10 18:00:00,2821.872,1359.189,1723.44,5904.502
2050-01-10 19:00:00,2871.278,1433.371,1929.93,6234.58
2050-01-10 20:00:00,2829.567,1474.587,2048.79,6352.943
2050-01-10 21:00:00,2625.419,1540.717,2095.96,6262.096
2050-01-10 22:00:00,2430.564,1467.435,2150.92,6048.918
2050-01-10 23:00:00,2213.944,1366.336,2204.07,5784.35
2050-01-11 00:00:00,2028.918,1203.554,2252.53,5485.002
2050-01-11 01:00:00,1927.625,1133.15,2297.57,5358.345
2050-01-11 02:00:00,1868.784,956.427,2344.8,5170.01
2050-01-11 03:00:00,1843.281,851.09,2389.32,5083.691
2050-01-11 04:00:00,1865.26,747.299,2432.26,5044.819
2050-01-11 05:00:00,1949.351,650.747,2469.49,5069.588
2050-01-11 06:00:00,2118.144,590.499,2496.38,5205.023
2050-01-11 07:00:00,2197.05,612.992,2514.01,5324.052
2050-01-11 08:00:00,2241.921,696.827,2407.36,5346.108
2050-01-11 09:00:00,2287.547,842.616,2068.26,5198.423
2050-01-11 10:00:00,2300.817,881.98,1823.09,5005.887
2050-01-11 11:00:00,2301.654,918.686,1599.8,4820.14
2050-01-11 12:00:00,2305.033,953.295,1418.6,4676.928
2050-01-11 13:00:00,2305.305,966.718,1214.72,4486.744
2050-01-11 14:00:00,2333.61,963.886,1079.76,4377.255
2050-01-11 15:00:00,2380.749,971.301,1035.7,4387.75
2050-01-11 16:00:00,2509.42,1039.327,1036.42,4585.166
2050-01-11 17:00:00,2738.337,1141.428,1210.38,5090.146
2050-01-11 18:00:00,2821.872,1359.189,1342.5,5523.562
2050-01-11 19:00:00,2871.278,1433.371,1559.08,5863.73
2050-01-11 20:00:00,2829.567,1474.587,1698.42,6002.573
2050-01-11 21:00:00,2625.419,1540.717,1774.96,5941.096
2050-01-11 22:00:00,2430.564,1467.435,1841.72,5739.718
2050-01-11 23:00:00,2213.944,1366.336,1890.08,5470.36
2050-01-12 00:00:00,2028.918,1203.554,1926.67,5159.142
2050-01-12 01:00:00,1927.625,1133.15,1967.73,5028.505
2050-01-12 02:00:00,1868.784,956.427,2012.1,4837.31
2050-01-12 03:00:00,1843.281,851.09,2058.22,4752.591
2050-01-12 04:00:00,1865.26,747.299,2091.67,4704.229
2050-01-12 05:00:00,1949.351,650.747,2128.77,4728.868
2050-01-12 06:00:00,2118.144,590.499,2155.38,4864.023
2050-01-12 07:00:00,2196.747,612.992,2174.81,4984.549
2050-01-12 08:00:00,2241.921,696.827,2090.18,5028.928
2050-01-12 09:00:00,2287.547,842.616,1865.71,4995.873
2050-01-12 10:00:00,2300.817,881.98,1725.48,4908.277
2050-01-12 11:00:00,2301.654,918.686,1562.36,4782.7
2050-01-12 12:00:00,2305.033,953.295,1472.26,4730.588
2050-01-12 13:00:00,2305.305,966.718,1317.29,4589.314
2050-01-12 14:00:00,2333.61,963.886,1182.14,4479.635
2050-01-12 15:00:00,2380.749,971.301,1079.49,4431.54
2050-01-12 16:00:00,2507.228,1039.327,1110.42,4656.975
2050-01-12 17:00:00,2738.337,1141.428,1337.27,5217.036
2050-01-12 18:00:00,2821.872,1359.189,1551.31,5732.372
2050-01-12 19:00:00,2871.278,1433.371,1857.07,6161.72
2050-01-12 20:00:00,2829.567,1474.587,2085.52,6389.673
2050-01-12 21:00:00,2625.419,1540.717,2265.21,6431.346
2050-01-12 22:00:00,2430.564,1467.435,2418.96,6316.958
2050-01-12 23:00:00,2213.944,1366.336,2557.9,6138.18
2050-01-13 00:00:00,2028.918,1203.554,2673.73,5906.202
2050-01-13 01:00:00,1927.625,1133.15,2766.68,5827.455
2050-01-13 02:00:00,1868.784,956.427,2836.09,5661.3
2050-01-13 03:00:00,1843.281,851.09,2874.85,5569.221
2050-01-13 04:00:00,1865.26,747.299,2889.64,5502.199
2050-01-13 05:00:00,1949.351,650.747,2885.64,5485.738
2050-01-13 06:00:00,2118.144,590.499,2873.53,5582.173
2050-01-13 07:00:00,2196.625,612.992,2873.46,5683.077
2050-01-13 08:00:00,2241.921,696.827,2744.79,5683.538
2050-01-13 09:00:00,2287.547,842.616,2388.91,5519.073
2050-01-13 10:00:00,2300.817,881.98,2126.25,5309.047
2050-01-13 11:00:00,2301.654,918.686,1893.07,5113.41
2050-01-13 12:00:00,2305.033,953.295,1703.1,4961.428
2050-01-13 13:00:00,2305.305,966.718,1503.14,4775.164
2050-01-13 14:00:00,2333.61,963.886,1301.16,4598.655
2050-01-13 15:00:00,2380.749,971.301,1161.94,4513.99
2050-01-13 16:00:00,2505.162,1039.327,1161.24,4705.729
2050-01-13 17:00:00,2738.337,1141.428,1264.56,5144.326
2050-01-13 18:00:00,2821.872,1359.189,1347.69,5528.752
2050-01-13 19:00:00,2871.278,1433.371,1525.2,5829.85
2050-01-13 20:00:00,2829.567,1474.587,1652.4,5956.553
2050-01-13 21:00:00,2625.419,1540.717,1725.95,5892.086
2050-01-13 22:00:00,2430.564,1467.435,1785.78,5683.778
2050-01-13 23:00:00,2213.944,1366.336,1841.28,5421.56
2050-01-14 00:00:00,2028.918,1203.554,1898.81,5131.282
2050-01-14 01:00:00,1927.625,1133.15,1949.58,5010.355
2050-01-14 02:00:00,1868.784,956.427,1989.22,4814.43
2050-01-14 03:00:00,1843.281,851.09,2021.88,4716.251
2050-01-14 04:00:00,1865.26,747.299,2043.76,4656.319
2050-01-14 05:00:00,1949.351,650.747,2056.33,4656.428
2050-01-14 06:00:00,2118.144,590.499,2056.61,4765.253
2050-01-14 07:00:00,2196.324,612.992,2045.49,4854.806
2050-01-14 08:00:00,2241.921,696.827,1915.47,4854.218
2050-01-14 09:00:00,2287.547,842.616,1586.7,4716.863
2050-01-14 10:00:00,2300.817,881.98,1348.86,4531.657
2050-01-14 11:00:00,2301.654,918.686,1088.74,4309.08
2050-01-14 12:00:00,2305.033,953.295,826.48,4084.808
2050-01-14 13:00:00,2305.305,966.718,574.22,3846.244
2050-01-14 14:00:00,2333.61,963.886,341.77,3639.265
2050-01-14 15:00:00,2380.749,971.301,201.64,3553.69
2050-01-14 16:00:00,2503.095,1039.327,183.08,3725.502
2050-01-14 17:00:00,2738.337,1141.428,344.78,4224.546
2050-01-14 18:00:00,2821.872,1359.189,504.27,4685.332
2050-01-14 19:00:00,2871.278,1433.371,752.38,5057.03
2050-01-14 20:00:00,2829.567,1474.587,935.75,5239.903
2050-01-14 21:00:00,2625.419,1540.717,1049.5,5215.636
2050-01-14 22:00:00,2430.564,1467.435,1147.34,5045.338
2050-01-14 23:00:00,2213.944,1366.336,1229.2,4809.48
2050-01-15 00:00:00,2028.918,1203.554,1299.4,4531.872
2050-01-15 01:00:00,1927.625,1133.15,1366.05,4426.825
2050-01-15 02:00:00,1868.784,956.427,1431.15,4256.36
2050-01-15 03:00:00,1843.281,851.09,1485.61,4179.981
2050-01-15 04:00:00,1865.26,747.299,1538.89,4151.449
2050-01-15 05:00:00,1949.351,650.747,1583.95,4184.048
2050-01-15 06:00:00,2118.144,590.499,1620.38,4329.023
2050-01-15 07:00:00,2195.959,612.992,1651.47,4460.422
2050-01-15 08:00:00,2241.921,696.827,1563.61,4502.358
2050-01-15 09:00:00,2287.547,842.616,1223.94,4354.103
2050-01-15 10:00:00,2300.817,881.98,946.69,4129.487
2050-01-15 11:00:00,2301.654,918.686,686.28,3906.62
2050-01-15 12:00:00,2305.033,953.295,484.88,3743.208
2050-01-15 13:00:00,2305.305,966.718,311.93,3583.954
2050-01-15 14:00:00,2333.61,963.886,206.25,3503.745
2050-01-15 15:00:00,2380.749,971.301,164.54,3516.59
2050-01-15 16:00:00,2500.782,1039.327,205.62,3745.728
2050-01-15 17:00:00,2738.337,1141.428,381.95,4261.716
2050-01-15 18:00:00,2821.872,1359.189,550.82,4731.882
2050-01-15 19:00:00,2871.278,1433.371,791.12,5095.77
2050-01-15 20:00:00,2829.567,1474.587,960.58,5264.733
2050-01-15 21:00:00,2625.419,1540.717,1089.0,5255.136
2050-01-15 22:00:00,2430.564,1467.435,1188.04,5086.038
2050-01-15 23:00:00,2213.944,1366.336,1248.27,4828.55
2050-01-16 00:00:00,2028.918,1203.554,1299.78,4532.252
2050-01-16 01:00:00,1927.625,1133.15,1367.22,4427.995
2050-01-16 02:00:00,1868.784,956.427,1434.14,4259.35
2050-01-16 03:00:00,1843.281,851.09,1502.61,4196.981
2050-01-16 04:00:00,1865.26,747.299,1559.34,4171.899
2050-01-16 05:00:00,1949.351,650.747,1602.4,4202.498
2050-01-16 06:00:00,2118.144,590.499,1638.09,4346.733
2050-01-16 07:00:00,2195.707,612.992,1668.96,4477.659
2050-01-16 08:00:00,2241.921,696.827,1572.83,4511.578
2050-01-16 09:00:00,2287.547,842.616,1250.71,4380.873
2050-01-16 10:00:00,2300.817,881.98,1017.93,4200.727
2050-01-16 11:00:00,2301.654,918.686,787.33,4007.67
2050-01-16 12:00:00,2305.033,953.295,592.79,3851.118
2050-01-16 13:00:00,2305.305,966.718,388.35,3660.374
2050-01-16 14:00:00,2333.61,963.886,212.29,3509.785
2050-01-16 15:00:00,2380.749,971.301,107.62,3459.67
2050-01-16 16:00:00,2498.556,1039.327,95.83,3633.713
2050-01-16 17:00:00,2738.337,1141.428,243.35,4123.116
2050-01-16 18:00:00,2821.872,1359.189,405.87,4586.932
2050-01-16 19:00:00,2871.278,1433.371,672.47,4977.12
2050-01-16 20:00:00,2829.567,1474.587,875.65,5179.803
2050-01-16 21:00:00,2625.419,1540.717,1013.03,5179.166
2050-01-16 22:00:00,2430.564,1467.435,1126.59,5024.588
2050-01-16 23:00:00,2213.944,1366.336,1216.95,4797.23
2050-01-17 00:00:00,2028.918,1203.554,1294.6,4527.072
2050-01-17 01:00:00,1927.625,1133.15,1366.36,4427.135
2050-01-17 02:00:00,1868.784,956.427,1422.9,4248.11
2050-01-17 03:00:00,1843.281,851.09,1463.35,4157.721
2050-01-17 04:00:00,1865.26,747.299,1507.99,4120.549
2050-01-17 05:00:00,1949.351,650.747,1533.72,4133.818
2050-01-17 06:00:00,2118.144,590.499,1550.47,4259.113
2050-01-17 07:00:00,2195.324,612.992,1559.94,4368.256
2050-01-17 08:00:00,2241.921,696.827,1446.08,4384.828
2050-01-17 09:00:00,2287.547,842.616,1192.5,4322.663
2050-01-17 10:00:00,2300.817,881.98,989.75,4172.547
2050-01-17 11:00:00,2301.654,918.686,828.8,4049.14
2050-01-17 12:00:00,2305.033,953.295,714.66,3972.988
2050-01-17 13:00:00,2305.305,966.718,628.34,3900.364
2050-01-17 14:00:00,2333.61,963.886,571.25,3868.745
2050-01-17 15:00:00,2380.749,971.301,541.03,3893.08
2050-01-17 16:00:00,2496.173,1039.327,528.83,4064.33
2050-01-17 17:00:00,2738.337,1141.428,525.16,4404.926
2050-01-17 18:00:00,2821.872,1359.189,496.73,4677.792
2050-01-17 19:00:00,2871.278,1433.371,572.09,4876.74
2050-01-17 20:00:00,2829.567,1474.587,593.24,4897.393
2050-01-17 21:00:00,2625.419,1540.717,582.14,4748.276
2050-01-17 22:00:00,2430.564,1467.435,594.5,4492.498
2050-01-17 23:00:00,2213.944,1366.336,598.35,4178.63
2050-01-18 00:00:00,2028.918,1203.554,643.34,3875.812
2050-01-18 01:00:00,1927.625,1133.15,679.54,3740.315
2050-01-18 02:00:00,1868.784,956.427,710.97,3536.18
2050-01-18 03:00:00,1843.281,851.09,759.2,3453.571
2050-01-18 04:00:00,1865.26,747.299,842.64,3455.199
2050-01-18 05:00:00,1949.351,650.747,925.98,3526.078
2050-01-18 06:00:00,2118.144,590.499,1000.06,3708.703
2050-01-18 07:00:00,2194.98,612.992,1052.74,3860.713
2050-01-18 08:00:00,2241.921,696.827,1055.73,3994.478
2050-01-18 09:00:00,2287.547,842.616,896.23,4026.393
2050-01-18 10:00:00,2300.817,881.98,799.59,3982.387
2050-01-18 11:00:00,2301.654,918.686,659.23,3879.57
2050-01-18 12:00:00,2305.033,953.295,520.84,3779.168
2050-01-18 13:00:00,2305.305,966.718,393.61,3665.634
2050-01-18 14:00:00,2333.61,963.886,260.43,3557.925
2050-01-18 15:00:00,2380.749,971.301,172.38,3524.43
2050-01-18 16:00:00,2494.153,1039.327,167.86,3701.34
2050-01-18 17:00:00,2736.787,1141.428,308.0,4186.215
2050-01-18 18:00:00,2821.872,1359.189,447.5,4628.562
2050-01-18 19:00:00,2871.278,1433.371,659.25,4963.9
2050-01-18 20:00:00,2829.567,1474.587,804.18,5108.333
2050-01-18 21:00:00,2625.419,1540.717,896.71,5062.846
2050-01-18 22:00:00,2430.564,1467.435,957.1,4855.098
2050-01-18 23:00:00,2213.944,1366.336,1004.96,4585.24
2050-01-19 00:00:00,2028.918,1203.554,1034.91,4267.382
