SiteID,4203002,Site Timezone,-5,Data Timezone,-5,Longitude,-72.663574,Latitude,40.921963
Year,Month,Day,Hour,Minute,wind speed at 10m (m/s),wind speed at 60m (m/s)
2019,1,1,0,0,5.66,13.06
2019,1,1,1,0,6.59,16.21
2019,1,1,2,0,5.8100000000000005,13.05
2019,1,1,3,0,5.18,12.86
2019,1,1,4,0,6.98,16.37
2019,1,1,5,0,7.76,17.11
2019,1,1,6,0,8.17,18.84
2019,1,1,7,0,6.53,16.45
2019,1,1,8,0,6.53,16.06
2019,1,1,9,0,7.96,18.32
2019,1,1,10,0,7.1000000000000005,17.51
2019,1,1,11,0,8.6,15.72
2019,1,1,12,0,9.78,14.290000000000001
2019,1,1,13,0,11.040000000000001,16.2
2019,1,1,14,0,10.47,14.86
2019,1,1,15,0,9.27,14.42
2019,1,1,16,0,6.65,14.47
2019,1,1,17,0,4.66,11.22
2019,1,1,18,0,6.46,14.11
2019,1,1,19,0,5.59,12.83
2019,1,1,20,0,4.8100000000000005,11.26
2019,1,1,21,0,5.19,12.09
2019,1,1,22,0,3.92,10.03
2019,1,1,23,0,4.21,9.38
2019,1,2,0,0,3.3000000000000003,8.48
2019,1,2,1,0,3.5500000000000003,8.08
2019,1,2,2,0,4.34,7.65
2019,1,2,3,0,4.58,8.08
2019,1,2,4,0,4.29,7.61
2019,1,2,5,0,3.68,6.55
2019,1,2,6,0,5.13,7.92
2019,1,2,7,0,4.74,7.3
2019,1,2,8,0,5.37,7.41
2019,1,2,9,0,4.98,6.2
2019,1,2,10,0,4.32,4.93
2019,1,2,11,0,3.89,4.22
2019,1,2,12,0,3.33,3.46
2019,1,2,13,0,2.96,3.0100000000000002
2019,1,2,14,0,1.87,1.81
2019,1,2,15,0,1.54,1.48
2019,1,2,16,0,1.6400000000000001,1.8
2019,1,2,17,0,1.34,2.32
2019,1,2,18,0,0.63,1.9000000000000001
2019,1,2,19,0,0.71,1.83
2019,1,2,20,0,1.1300000000000001,1.76
2019,1,2,21,0,0.85,1.31
2019,1,2,22,0,1,2.5100000000000002
2019,1,2,23,0,1.21,2.58
2019,1,3,0,0,1.22,1.3900000000000001
2019,1,3,1,0,1.25,1.6400000000000001
2019,1,3,2,0,0.73,1.6600000000000001
2019,1,3,3,0,0.81,3.13
2019,1,3,4,0,1.1,3.58
2019,1,3,5,0,0.38,4.82
2019,1,3,6,0,1.6500000000000001,6.04
2019,1,3,7,0,2.36,6.91
2019,1,3,8,0,2.66,7.68
2019,1,3,9,0,3.22,7.08
2019,1,3,10,0,5.7700000000000005,8.2
2019,1,3,11,0,5.73,7.640000000000001
2019,1,3,12,0,5.34,6.87
2019,1,3,13,0,4.62,5.62
2019,1,3,14,0,3.72,4.67
2019,1,3,15,0,1.83,4.2700000000000005
2019,1,3,16,0,2.71,6.19
2019,1,3,17,0,1.97,6.79
2019,1,3,18,0,2.09,6.34
2019,1,3,19,0,2.12,7.36
2019,1,3,20,0,1.81,6.84
2019,1,3,21,0,2.22,5.1000000000000005
2019,1,3,22,0,1.85,4.5600000000000005
2019,1,3,23,0,1.45,3.5700000000000003
2019,1,4,0,0,1.87,2.2800000000000002
2019,1,4,1,0,1.8,2.84
2019,1,4,2,0,1.16,2.65
2019,1,4,3,0,1.81,7.84
2019,1,4,4,0,2.06,7.5
2019,1,4,5,0,2.41,7.44
2019,1,4,6,0,2.25,7.6000000000000005
2019,1,4,7,0,2.24,8.91
2019,1,4,8,0,1.35,7.92
2019,1,4,9,0,4.05,7.97
2019,1,4,10,0,5.34,7.34
2019,1,4,11,0,4.78,6.7
2019,1,4,12,0,5.55,8.16
2019,1,4,13,0,4.49,7.5
2019,1,4,14,0,2.98,6.8500000000000005
2019,1,4,15,0,1.52,8.32
2019,1,4,16,0,3.2800000000000002,8.73
2019,1,4,17,0,2.87,8.68
2019,1,4,18,0,2.62,9.14
2019,1,4,19,0,2.13,9.01
2019,1,4,20,0,2.38,9.6
2019,1,4,21,0,0.92,6.68
2019,1,4,22,0,2.05,6.65
2019,1,4,23,0,2.02,7.19
2019,1,5,0,0,1.54,6.1000000000000005
2019,1,5,1,0,1.98,4.98
2019,1,5,2,0,2.27,5.88
2019,1,5,3,0,3.54,7.96
2019,1,5,4,0,4.07,8.950000000000001
2019,1,5,5,0,4.13,11.950000000000001
2019,1,5,6,0,0.63,3.15
2019,1,5,7,0,1.19,9.9
2019,1,5,8,0,2.5100000000000002,10.83
2019,1,5,9,0,0.85,6.6000000000000005
2019,1,5,10,0,2.58,6.0600000000000005
2019,1,5,11,0,2.29,6.3100000000000005
2019,1,5,12,0,3.91,9.52
2019,1,5,13,0,7.32,11.26
2019,1,5,14,0,8.28,12.49
2019,1,5,15,0,8.3,13.07
2019,1,5,16,0,4.72,11.27
2019,1,5,17,0,3.43,7.5200000000000005
2019,1,5,18,0,3.5700000000000003,6.46
2019,1,5,19,0,2.34,5.87
2019,1,5,20,0,3.49,7.87
2019,1,5,21,0,8.32,13.56
2019,1,5,22,0,6.78,15.25
2019,1,5,23,0,8.19,18.23
2019,1,6,0,0,8.4,18.8
2019,1,6,1,0,7.94,20.57
2019,1,6,2,0,8.05,16.92
2019,1,6,3,0,6.82,15.5
2019,1,6,4,0,6.83,15.01
2019,1,6,5,0,5.8500000000000005,14.8
2019,1,6,6,0,4.3100000000000005,11.38
2019,1,6,7,0,6.78,15.34
2019,1,6,8,0,5.98,14.120000000000001
2019,1,6,9,0,6.18,9.02
2019,1,6,10,0,10.28,14.94
2019,1,6,11,0,8,11.290000000000001
2019,1,6,12,0,10.42,15.06
2019,1,6,13,0,10.21,14.44
2019,1,6,14,0,10.07,14.35
2019,1,6,15,0,9.88,14.39
