date,deficit_MW
2050-04-08,-4878.840416666667
2050-04-09,-2608.6175
2050-04-10,-4594.327916666666
2050-04-11,-5670.791666666667
2050-04-12,-5477.96625
2050-04-13,-7300.249583333333
2050-04-14,-4251.096666666667
2050-04-15,-6110.1825
2050-04-16,-8474.447083333334
2050-04-17,-3444.7883333333334
2050-04-18,-3886.3875000000003
2050-04-19,-7436.522083333333
2050-04-20,-7212.372083333333
2050-04-21,-6139.317916666667
2050-04-22,-5249.211666666667
2050-04-23,-2013.4595833333333
2050-04-24,-4820.999583333333
2050-04-25,-2970.9641666666666
2050-04-26,-4019.4404166666664
2050-04-27,-2501.6091666666666
2050-04-28,-3764.26125
2050-04-29,-6053.8175
2050-04-30,-6759.720416666667
2050-05-01,-3108.2370833333334
2050-05-02,-4126.3358333333335
2050-05-03,-3681.9462500000004
2050-05-04,-2918.8854166666665
2050-05-05,-4384.201666666667
2050-05-06,-4508.61
2050-05-07,-3561.230833333333
2050-05-08,-2368.50375
2050-05-09,-5196.93875
2050-05-10,-3750.8729166666667
2050-05-11,-3399.9891666666667
2050-05-12,-4425.810833333334
2050-05-13,-3893.31875
2050-05-14,-1100.6795833333333
2050-05-15,-5702.899166666666
2050-05-16,-6528.573333333334
2050-05-17,-3798.3133333333335
2050-05-18,-5060.544583333333
2050-05-19,-4634.394583333334
2050-05-20,-4188.950833333333
2050-05-21,396.56541666666664
2050-05-22,-1896.0841666666665
2050-05-23,-805.4525
2050-05-24,-3326.6245833333337
2050-05-25,-4075.277083333333
2050-05-26,-4373.56125
2050-05-27,-4263.9075
2050-05-28,-5678.483749999999
2050-05-29,-5019.04125
2050-05-30,-4462.143333333333
2050-05-31,-2676.8420833333334
2050-06-01,421.0825
2050-06-02,489.11583333333334
2050-06-03,-2717.815
2050-06-04,-171.0329166666667
2050-06-05,-1762.8374999999999
2050-06-06,-1622.1729166666667
2050-06-07,-1532.1479166666666
2050-06-08,-3330.8604166666664
2050-06-09,-4010.8958333333335
2050-06-10,-3951.3133333333335
2050-06-11,-6880.77375
2050-06-12,-2949.6254166666663
2050-06-13,-1859.4883333333335
2050-06-14,-2183.565
2050-06-15,-1851.1225000000002
2050-06-16,-1194.89625
2050-06-17,-68.81083333333332
2050-06-18,-2757.431666666667
2050-06-19,-1760.3575
2050-06-20,-2154.90875
2050-06-21,-3116.004166666667
2050-06-22,-2792.1062500000003
2050-06-23,-3285.6754166666665
2050-06-24,-935.8850000000001
2050-06-25,1136.6841666666667
2050-06-26,-218.77250000000004
2050-06-27,-3902.49625
2050-06-28,-1039.7224999999999
2050-06-29,-1760.07125
2050-06-30,-2890.4795833333333
2050-07-01,-2314.772916666667
2050-07-02,-687.3316666666666
2050-07-03,823.4683333333332
2050-07-04,2977.9762499999997
2050-07-05,288.58458333333334
2050-07-06,39.23749999999999
2050-07-07,-1469.4283333333333
2050-07-08,544.5812500000001
2050-07-09,739.1420833333333
2050-07-10,-710.9166666666666
2050-07-11,-454.12875
2050-07-12,-1518.8379166666666
2050-07-13,-100.11666666666666
2050-07-14,-559.9245833333333
2050-07-15,1495.6179166666668
2050-07-16,-243.96333333333334
2050-07-17,205.93375
2050-07-18,-849.5633333333334
2050-07-19,31.69083333333333
2050-07-20,-162.45375
2050-07-21,-1261.2454166666666
2050-07-22,-1229.84375
2050-07-23,-1277.1591666666666
2050-07-24,395.53916666666663
2050-07-25,59.83708333333334
2050-07-26,718.7220833333332
2050-07-27,-303.0125
2050-07-28,1132.3029166666668
2050-07-29,-1252.5754166666668
2050-07-30,36.32125000000002
2050-07-31,1436.6966666666667
2050-08-01,1363.2866666666666
2050-08-02,-536.4916666666667
2050-08-03,-465.62916666666666
2050-08-04,-1285.0954166666668
2050-08-05,955.6541666666667
2050-08-06,623.2020833333333
2050-08-07,-2650.150833333333
2050-08-08,-921.8229166666666
2050-08-09,158.39208333333332
2050-08-10,276.1904166666667
2050-08-11,-367.21
2050-08-12,-1345.0120833333333
2050-08-13,-461.62208333333325
2050-08-14,896.43375
2050-08-15,996.8370833333333
2050-08-16,-1418.60125
2050-08-17,463.2895833333334
2050-08-18,-304.50875
2050-08-19,565.2804166666666
2050-08-20,1833.7145833333334
2050-08-21,-41.84375
2050-08-22,-3208.6854166666667
2050-08-23,190.3083333333333
2050-08-24,1422.3558333333333
2050-08-25,-129.42666666666665
2050-08-26,1260.6166666666666
2050-08-27,2125.023333333333
2050-08-28,295.56958333333336
2050-08-29,211.20749999999998
2050-08-30,-198.90083333333334
2050-08-31,95.37625000000003
2050-09-01,455.67041666666665
2050-09-02,258.6070833333333
2050-09-03,826.3975
2050-09-04,334.94291666666663
2050-09-05,-1263.1516666666666
2050-09-06,-1147.80875
2050-09-07,-677.8779166666667
2050-09-08,-1294.1054166666665
2050-09-09,-217.28666666666663
2050-09-10,-469.22374999999994
2050-09-11,800.7041666666668
2050-09-12,-195.52291666666667
2050-09-13,-440.43625
2050-09-14,-2086.29875
2050-09-15,-1027.7070833333332
2050-09-16,1401.2579166666667
2050-09-17,1444.3966666666665
2050-09-18,-2950.6554166666665
2050-09-19,-2349.5675
2050-09-20,-1015.5691666666667
2050-09-21,-949.9187499999999
2050-09-22,-3486.747083333333
2050-09-23,-5953.764583333334
2050-09-24,-1589.705
2050-09-25,-325.45125
2050-09-26,-3962.4366666666665
2050-09-27,-2129.985416666667
2050-09-28,-3742.751666666667
2050-09-29,-3308.0220833333333
2050-09-30,-4973.932916666667
2050-10-01,-3515.99625
2050-10-02,-5069.3075
2050-10-03,-2792.794583333334
2050-10-04,-4408.6050000000005
2050-10-05,-2038.02375
2050-10-06,838.5837499999999
2050-10-07,-2078.4995833333332
2050-10-08,-2370.1445833333332
2050-10-09,-5908.052083333333
2050-10-10,-5211.1575
2050-10-11,-2829.3662499999996
2050-10-12,-2313.1595833333336
2050-10-13,-940.2908333333334
2050-10-14,147.63458333333332
2050-10-15,-2012.8774999999998
2050-10-16,-5612.604166666667
2050-10-17,-5900.541249999999
2050-10-18,-3935.1575
2050-10-19,-542.4825
2050-10-20,-2798.824583333333
2050-10-21,-1083.0745833333333
2050-10-22,-1280.785
2050-10-23,-3688.525833333333
2050-10-24,-3202.013333333333
2050-10-25,-2482.853333333333
2050-10-26,-1220.97875
2050-10-27,-4817.25
2050-10-28,-4521.653333333333
2050-10-29,-6191.559166666667
2050-10-30,-4923.57125
2050-10-31,-2717.602083333333
2050-11-01,-3646.7658333333334
2050-11-02,-2377.76125
2050-11-03,-3090.61
2050-11-04,1391.9208333333333
2050-11-05,-741.0
2050-11-06,-2537.6974999999998
2050-11-07,-3336.575833333334
2050-11-08,-945.7329166666667
2050-11-09,1549.0625
2050-11-10,-4553.527916666667
2050-11-11,-4973.706666666667
2050-11-12,-3410.1283333333336
2050-11-13,-5544.657083333333
2050-11-14,-4180.418333333334
2050-11-15,-2998.1095833333334
2050-11-16,-6690.096666666667
2050-11-17,-7015.669166666667
2050-11-18,-4611.09625
2050-11-19,-4070.4775000000004
2050-11-20,-7059.099166666667
2050-11-21,-5719.540416666667
2050-11-22,-6787.114166666666
2050-11-23,-4048.3033333333333
2050-11-24,-601.7062500000001
2050-11-25,969.86
2050-11-26,-3849.3920833333336
2050-11-27,-6148.979583333334
2050-11-28,-6190.214166666668
2050-11-29,-4383.439583333334
2050-11-30,-3073.771666666667
2050-12-01,-6504.972083333333
2050-12-02,-4855.7475
2050-12-03,-7349.7825
2050-12-04,-616.9891666666666
2050-12-05,-1638.9437500000001
2050-12-06,-3941.5404166666667
2050-12-07,-662.8429166666666
2050-12-08,1876.8166666666666
2050-12-09,-1326.1354166666667
2050-12-10,-3121.6512500000003
2050-12-11,-2865.0779166666666
2050-12-12,-4247.315416666666
2050-12-13,-3958.2125
2050-12-14,-3848.2516666666666
2050-12-15,-5336.135
2050-12-16,-5862.254583333332
2050-12-17,-5081.1154166666665
2050-12-18,-6227.114166666666
2050-12-19,-5082.31625
2050-12-20,-223.84875000000002
2050-12-21,325.3
2050-12-22,-3502.2925
2050-12-23,-3166.8504166666667
2050-12-24,-3961.9283333333333
2050-12-25,-2911.2454166666666
2050-12-26,-1664.0579166666666
2050-12-27,-366.635
2050-12-28,-2710.6020833333337
2050-12-29,-724.3679166666667
2050-12-30,-1778.4383333333335
2050-12-31,-2826.5845833333333
