date,deficit_MW
2050-01-01,-5905.265416666666
2050-01-02,-2445.7458333333334
2050-01-03,-2933.7970833333334
2050-01-04,-5450.90875
2050-01-05,-5991.927083333333
2050-01-06,-1791.5729166666667
2050-01-07,-3753.6162500000005
2050-01-08,-3271.1275
2050-01-09,-5402.5633333333335
2050-01-10,-4554.212083333333
2050-01-11,-4113.517083333333
2050-01-12,-6279.732083333333
2050-01-13,-4148.57
2050-01-14,-1908.5141666666666
2050-01-15,-3031.351666666667
2050-01-16,-3696.8483333333334
2050-01-17,-4265.34
2050-01-18,-5919.301666666666
2050-01-19,-6181.212083333333
2050-01-20,-4615.689166666667
2050-01-21,-1533.8841666666667
2050-01-22,105.38416666666662
2050-01-23,-6702.247083333333
2050-01-24,-7315.8775
2050-01-25,-5611.861666666667
2050-01-26,-5575.799166666667
2050-01-27,-6446.454166666666
2050-01-28,-2298.032083333333
2050-01-29,-4508.378333333333
2050-01-30,-3303.42125
2050-01-31,-1046.66875
2050-02-01,-3170.9666666666667
2050-02-02,-2330.9929166666666
2050-02-03,-5763.711666666667
2050-02-04,-3327.431666666667
2050-02-05,-6845.077083333334
2050-02-06,911.0666666666666
2050-02-07,-482.74
2050-02-08,-3294.125
2050-02-09,-3228.5329166666666
2050-02-10,-5838.0841666666665
2050-02-11,-2106.295
2050-02-12,-2374.7845833333336
2050-02-13,-6729.066666666667
2050-02-14,-2740.616666666667
2050-02-15,-6342.01875
2050-02-16,-7765.530833333333
2050-02-17,-2641.6345833333335
2050-02-18,-3870.0154166666666
2050-02-19,-4570.529583333334
2050-02-20,-5513.766666666666
2050-02-21,-1677.5591666666667
2050-02-22,-3368.8595833333334
2050-02-23,-5958.849166666667
2050-02-24,-6775.953750000001
2050-02-25,-6528.865000000001
2050-02-26,-3067.9125
2050-02-27,-4883.390833333334
2050-02-28,-3380.0766666666664
2050-03-01,-2746.7741666666666
2050-03-02,-7775.661666666667
2050-03-03,-5574.642083333333
2050-03-04,-8180.673333333333
2050-03-05,-3440.254166666667
2050-03-06,-1678.0649999999998
2050-03-07,-7440.672916666666
2050-03-08,-4449.6137499999995
2050-03-09,-5506.276666666668
2050-03-10,-5899.665416666667
2050-03-11,-5143.968333333333
2050-03-12,-6496.436666666667
2050-03-13,-5798.302500000001
2050-03-14,-9146.440416666666
2050-03-15,-8352.766666666666
2050-03-16,-3810.0958333333333
2050-03-17,-3605.295
2050-03-18,-3213.9300000000003
2050-03-19,-2763.4545833333336
2050-03-20,-3093.5275
2050-03-21,-6024.793333333334
2050-03-22,-7697.181250000001
2050-03-23,-8285.634166666667
2050-03-24,-4002.306666666667
2050-03-25,-5355.323333333333
2050-03-26,-5128.720416666667
2050-03-27,-667.2191666666666
2050-03-28,-4962.062083333333
2050-03-29,-5473.692083333332
2050-03-30,-3840.818333333333
2050-03-31,-9086.86875
2050-04-01,-7427.771250000001
2050-04-02,-5555.814583333333
2050-04-03,-6690.917916666666
2050-04-04,-6135.95625
2050-04-05,-5937.359166666666
2050-04-06,-6031.105833333334
2050-04-07,-6730.360833333333
